id;text;label;predict_proba;predict_label;lime_weights
254;The peak kenengnganna bede e semmakna lembang, dataran tengghi e bandung se cellep ben kenengngan se bhegus sarah tape jelen ghebey entar ka kenengngan riya akelok sarah ben bhilughen tajhem ben nujjhek, tak esarannaghi ghebey nyetir bekto ojhen ben malem are. E the peak bede restoran bik pangabesen kotta bandung se lebur deri perbukitan, regghe kakanan se larang sarah ben tak cocok sarah.;negative;[0.014926051272201967, 0.0009556595969096155, 0.9841182891308885];positive;{'negative': [('ben', -0.17158522234437099), ('tak', 0.11268410496145846), ('esarannaghi', -0.06727962744443935), ('cocok', -0.06538024725560863), ('pangabesen', -0.05547922266620847), ('lebur', -0.05180831736851817)], 'neutral': [('ben', -0.04035132247054701), ('sarah', -0.037431212187453905), ('tak', -0.02173419685874041), ('bhegus', -0.015175456536655458), ('se', -0.014411566207309285), ('kakanan', -0.013146204227319831)], 'positive': [('ben', 0.21320954677959184), ('tak', -0.08653224840737923), ('sarah', 0.08218430374200691), ('cocok', 0.07963625473537839), ('esarannaghi', 0.07327413170657951), ('se', 0.06644866654582487)]}
618;Engkok jherre angghuy jasa lion air;negative;[0.09037368683503312, 0.8666909355799088, 0.04293537758505793];neutral;{'negative': [('jasa', -0.05660442262705034), ('Engkok', -0.020725452568605696), ('angghuy', -0.012208367876811047), ('lion', -0.0008329518895379986), ('jherre', -0.0007246929286163523), ('air', -0.00038650941798097947)], 'neutral': [('jasa', 0.08315911529353084), ('Engkok', 0.02449340469297074), ('air', -0.015328360869274337), ('angghuy', 0.006753879377551237), ('lion', 0.0007657590124100239), ('jherre', 0.0005261191863521755)], 'positive': [('jasa', -0.026554692666480497), ('air', 0.01571487028725524), ('angghuy', 0.005454488499259858), ('Engkok', -0.0037679521243650415), ('jherre', 0.00019857374226419535), ('lion', 6.719287712799064e-05)]}
477;Bennyak hal se kaolle engkok bik bekna lakoni ghebey ngesse bekto luang.;neutral;[0.07565809222736483, 0.8021962452332035, 0.1221456625394315];neutral;{'negative': [('kaolle', -0.08255186324274222), ('Bennyak', 0.05564260190283844), ('bik', -0.03936344269678003), ('bekto', -0.028899118568083543), ('bekna', -0.020878039779931825), ('ghebey', -0.011486253415935531)], 'neutral': [('kaolle', 0.12800539454790422), ('hal', 0.060324870605484124), ('se', -0.049999428152048345), ('bik', -0.04848182460534732), ('Bennyak', -0.03892302916130907), ('bekto', 0.034652449038206065)], 'positive': [('bik', 0.09388048440011756), ('hal', -0.06419032765305653), ('se', 0.04854472637740254), ('kaolle', -0.04123123067712977), ('luang', -0.024781161373873484), ('ngesse', -0.023049242382473047)]}
648;Sajen apatis alaporraghi hal-hal mara riya. Polana sampe' minggu beerik ghik pagghun tak elakoni. Pera' jenji-jenji terros.;negative;[0.8214054354032911, 0.17323110699933134, 0.005363457597377604];negative;{'negative': [('tak', 0.2569419683193552), ('riya', 0.16589153057280598), ('beerik', -0.10732392913020522), ('terros', 0.10293539161925812), ('pagghun', -0.093335668034663), ('Pera', 0.09301358440521805)], 'neutral': [('tak', -0.24738654387468625), ('riya', -0.16419002693626483), ('beerik', 0.10824788021890722), ('terros', -0.09678526572417179), ('Pera', -0.08900871571892682), ('pagghun', 0.08772385649038257)], 'positive': [('tak', -0.009207493142091471), ('pagghun', 0.006048046641569396), ('terros', -0.00513641966743604), ('Sajen', -0.004910608347040608), ('ghik', -0.004577053433223843), ('mara', -0.00346108375072611)]}
88;Regghena cek larangngah taninganna sakunnik tak ajenji pole engkok deteng ghebey se dukalena. Massa'anna tak bhide jeuh bik Emakna engkok dong! ;negative;[0.5516152883329806, 0.046573117817252624, 0.40181159384976683];negative;{'negative': [('tak', 0.5585963342701673), ('bik', -0.13432040809241877), ('Massa', -0.11965474173256391), ('taninganna', -0.11213365510240965), ('deteng', -0.10300409583407821), ('jeuh', 0.09248655271588606)], 'neutral': [('tak', -0.19151798659986605), ('cek', -0.04973857157437323), ('dong', -0.04067061060947753), ('Regghena', -0.03989607735159557), ('engkok', 0.02671639690833163), ('bhide', -0.026468875865960376)], 'positive': [('tak', -0.3800855871685777), ('bik', 0.1399641170341765), ('Massa', 0.13260756371043544), ('taninganna', 0.1268623245263188), ('bhide', 0.0991150906874419), ('deteng', 0.0910515821018637)]}
87;Anyar ben la bede, lema' sekat ngakan aben tak-kotak ngakan yooyee kotak sangu se tak mabhucor 590;neutral;[0.8524960973780709, 0.008652717629060154, 0.13885118499286891];negative;{'negative': [('tak', 0.6175507330237564), ('ngakan', -0.12918384379722203), ('ben', -0.09604037541381322), ('Anyar', 0.09375848750181742), ('la', 0.08920621312704796), ('lema', -0.07443469507394683)], 'neutral': [('tak', -0.14135943334337692), ('ngakan', -0.08176950056972034), ('ben', -0.04213208038572623), ('la', -0.034255465473206), ('bede', 0.025801121985589846), ('sekat', 0.023912520166850627)], 'positive': [('tak', -0.48132470049161996), ('ngakan', 0.20609826949876506), ('ben', 0.1330091158793751), ('Anyar', -0.07957483255446852), ('lema', 0.0645629885094387), ('la', -0.05949621002994692)]}
462;Tak ngarte ye arapa resto riya ngatoju'i peringkat 12 deri 1800 an resto se bede e jakarta. Regghe larang! lokasina nyelket ngitek, ben rassa kakananna biasa bhei. Jhek pate parcaje ka tinjauan se aghebey kalero lah.;negative;[0.9548759614551519, 0.004722557152573449, 0.04040148139227481];negative;{'negative': [('biasa', 0.14667076174547522), ('Tak', 0.11233229775623806), ('resto', -0.10697476038201269), ('bhei', 0.10328293631724632), ('parcaje', 0.07793861833366304), ('arapa', 0.0595352533151669)], 'neutral': [('Tak', -0.033862269167749835), ('arapa', -0.025676753541500664), ('riya', -0.025492054621219846), ('biasa', -0.023758796636934358), ('parcaje', -0.02194543682561275), ('larang', -0.017544916707651736)], 'positive': [('biasa', -0.12854483971585584), ('resto', 0.10251050288082682), ('bhei', -0.09733449167780397), ('Tak', -0.08478760476885935), ('parcaje', -0.06260555918305134), ('ben', 0.06036755436501961)]}
500;Leddhu'en delem aksi protes e afghanistan mamate 68 oreng;neutral;[0.4896481242861301, 0.4318408162086443, 0.0785110595052257];negative;{'negative': [('oreng', 0.5082257290575629), ('delem', -0.27544372858252364), ('en', -0.06598127245493461), ('protes', 0.004346643629867007), ('aksi', 0.0035961603136424177), ('afghanistan', 0.0021935434173971893)], 'neutral': [('oreng', -0.4184269425632185), ('delem', 0.17154591497692928), ('en', 0.08854682128881275), ('aksi', -0.005257702307722941), ('protes', -0.004443311230240192), ('Leddhu', -0.0035768320707012234)], 'positive': [('delem', 0.10393818549520771), ('oreng', -0.08983611915000307), ('en', -0.022598154857487906), ('aksi', 0.0016377823813700516), ('Leddhu', 0.001448986003171135), ('68', 0.00035362365024278443)]}
627;Engkok entar ka restoran rua bik kancana engkok. Kancana engkok kabennya'an tagherjet ngabes pangabesenna se lebur sarah e malem are. Engkok endik kasempatan nyoba steak imporra, nyaman sarah apa pole saossa. Mmm yummi. Mun bede kasempatan engkok terro entara pole ka dissa'.;positive;[0.07125097246553957, 0.06986374494504911, 0.8588852825894112];positive;{'negative': [('nyaman', -0.066691952731603), ('ngabes', 0.06626178761770797), ('bik', -0.057896738752821295), ('kasempatan', -0.05493011156927187), ('ka', -0.04624162974449219), ('lebur', -0.04313287808574202)], 'neutral': [('sarah', -0.15860712107698086), ('nyaman', -0.13916374788393607), ('ka', -0.08518265070946873), ('kancana', 0.06776189173490278), ('Kancana', 0.0675087013227241), ('apa', -0.06454029484600966)], 'positive': [('nyaman', 0.19378282263692392), ('sarah', 0.14635463314643316), ('ka', 0.12478908913529912), ('bik', 0.09355118596228848), ('Kancana', -0.0784779066767876), ('terro', 0.07204803719057695)]}
979;Jelen nujjhu ka dusun perreng bisa ejeleni rakera delem bekto 1-2 jam angghuy mobil dhibik. Entar ka dusun perreng usaha'aghi bekto compet are polana engkok bik bekna bisa ngabes jelas pangabesen se bede ben bekto se pas ghebey ngakan malem.;neutral;[0.024828420421616378, 0.15537729911713408, 0.8197942804612496];positive;{'negative': [('bik', -0.035440970830458426), ('pas', -0.031263282742852824), ('delem', -0.030245242567716556), ('ngabes', 0.029651999480472594), ('ka', -0.02686082640987412), ('pangabesen', -0.024658802903286568)], 'neutral': [('ben', -0.1163538145759737), ('ka', -0.11384055950732308), ('ngakan', -0.11383796727986858), ('mobil', 0.09173419807866633), ('bisa', -0.08920292330833539), ('se', -0.08220955690822332)], 'positive': [('ka', 0.12742466952678916), ('ben', 0.11201519713472653), ('ngakan', 0.10970630673682852), ('pas', 0.09535177693426236), ('bik', 0.08599174905708279), ('se', 0.08273857557788064)]}
62;Kakananna oke pade bik xo suki laenna. Tape tekka'na are prei raje padena tellasan riya benni pas misemma prei ben mesen enum, ben en-laen koduh mesen libelien. Tolong e jege kapuasan langghenanna. Kaso'on.;negative;[0.2855988373406021, 0.10050233509076763, 0.6138988275686303];positive;{'negative': [('mesen', 0.14184431118243931), ('riya', 0.1026144292175385), ('oke', -0.10175778982020707), ('ben', -0.09132229528872603), ('bik', -0.0884434049882732), ('pas', -0.08563597293648448)], 'neutral': [('ben', -0.14538444437252138), ('Tolong', 0.11329502224148519), ('na', -0.09509045260689797), ('Kakananna', -0.07383446576447909), ('riya', -0.06786062850602523), ('are', -0.057214914142068855)], 'positive': [('ben', 0.2405485611615892), ('oke', 0.15982845770942103), ('pas', 0.139895985467741), ('prei', -0.1246836211523795), ('Kakananna', 0.1142779776794695), ('mesen', -0.10902507394500353)]}
256;Restoran riya tamasok kenengngan tojjhuen kuliner se wejib e detengi mun ka bandung. Salaen kakanan se manjaagi jhile kakanan sunda, restoran riya e bangun bik konsep ngakan santai e delem saung se ekalelengi alam alas ben ghunung se ehias papohonan rindang ben e hibur bik suarana aeng songai deddhina mataber aberrik pengalaman kuliner se masenneng sarah. Kodhu e cobak begi sapa'a bhei se ka bandung.;positive;[0.04618297610640102, 0.011839173720089372, 0.9419778501735097];positive;{'negative': [('bik', -0.12218600563285287), ('ben', -0.09548750589941549), ('Salaen', -0.07149103558328734), ('se', -0.0687721460429606), ('bhei', 0.06673791250677988), ('riya', 0.06128112587519146)], 'neutral': [('ben', -0.05714554226331816), ('kakanan', -0.04920597428922153), ('se', -0.04339540100205429), ('riya', -0.03197847672637231), ('bik', -0.03184211646723015), ('ngakan', -0.030799151103965087)], 'positive': [('bik', 0.14775622203210884), ('ben', 0.14597664570026586), ('se', 0.10516025287239278), ('kakanan', 0.09599366823652562), ('Salaen', 0.0852927271064369), ('bhei', -0.07591986032151612)]}
292;Ngaktiffeghi pole paket data indosat polana olle akses youtube tanpa betes.;neutral;[0.5462779473840831, 0.44098245177268575, 0.012739600843231124];negative;{'negative': [('indosat', 0.3735049348901679), ('olle', -0.18606887005999345), ('tanpa', -0.11598864755332852), ('youtube', 0.08998004609348405), ('polana', 0.053654939755590395), ('akses', -0.045277264740229986)], 'neutral': [('indosat', -0.36247556467262254), ('olle', 0.1980735951816495), ('tanpa', 0.1175843091425833), ('youtube', -0.08761976624232438), ('polana', -0.05534759215308989), ('akses', 0.049874013456680126)], 'positive': [('Ngaktiffeghi', 0.015562826090085339), ('olle', -0.01277937463023598), ('indosat', -0.011747399059681628), ('paket', -0.006717621772910744), ('akses', -0.004879889952711776), ('youtube', -0.003060257356953966)]}
40;Engkok bhuru bhei katemmun kanca engkok se alako e trans tv;neutral;[0.12184108760946878, 0.8618314693325688, 0.016327443057962434];neutral;{'negative': [('alako', -0.2699128522495408), ('tv', -0.1700925983309627), ('bhuru', 0.1288300314759838), ('bhei', 0.09022276188874798), ('katemmun', 0.08736268966582521), ('kanca', -0.05902622302880811)], 'neutral': [('alako', 0.319304719484446), ('tv', 0.18000739332287746), ('bhuru', -0.12065750899260562), ('katemmun', -0.08190225884230827), ('bhei', -0.0692569829209575), ('kanca', 0.03334700251857892)], 'positive': [('alako', -0.05088776163584515), ('kanca', 0.024734246357015613), ('bhei', -0.02193604327389375), ('se', 0.014431032215046024), ('tv', -0.010828480035144623), ('bhuru', -0.009458873861382324)]}
803;berung ngakan e jhelen anggrek roa andik kaistimewaan sabereng kakanan tasek se cem macem ben bede kik odik se phekal e peleh ben e massak bekto roa kea.  cem macema jenis masakanna bisa e peleh ben bekto edentek kalaben singkat a ghebey engkok tak terlalu abit kalaparan adentek. menuna toappa kerapu cek nyamanna ben armos, apapole bile e massak bik jukok se gik segger.  lokasina cokop cellep, reggena mude.;positive;[0.024309942837643518, 0.019357183907374828, 0.9563328732549815];positive;{'negative': [('ben', -0.11399744215034341), ('tak', 0.0684305271343427), ('macem', -0.049765158476177344), ('bik', -0.04467922624376314), ('mude', -0.043630768793586724), ('menuna', -0.04270197571480109)], 'neutral': [('ben', -0.17308175014963567), ('kakanan', -0.05433578678383753), ('ngakan', -0.05338820562741469), ('se', -0.04975457628779252), ('cokop', -0.04719293878524189), ('berung', 0.040886943578699486)], 'positive': [('ben', 0.280105545167483), ('cokop', 0.07808109870217735), ('se', 0.06846667849525395), ('kakanan', 0.06304850234060268), ('bik', 0.06231064792676202), ('macem', 0.05892102562831918)]}
548;Enga' biasana engkok bik selaen kolako nyare kuliner se bhide deri selaen, olle la engkok bik selaen e kennengngan riya iye rua the restaurant padma hotel. Engkok bik selaen messen menu se bede. Bede deri indonesia, eropa ben chinese, nyatana kabbhi massak an nyaman kabbhienna.;positive;[0.17903960424390872, 0.07262845290094816, 0.7483319428551433];positive;{'negative': [('selaen', 0.2938631450206044), ('bik', -0.24620866583534115), ('nyaman', -0.09828551324788605), ('kennengngan', -0.08156271390646427), ('deri', -0.07893811164606024), ('nyatana', 0.07094809224323309)], 'neutral': [('nyaman', -0.09730793858692412), ('kennengngan', -0.06904295130444066), ('olle', 0.0642154925937638), ('ben', -0.06007977944119719), ('menu', -0.055179073535195626), ('riya', -0.05484934464816012)], 'positive': [('selaen', -0.3062648799355628), ('bik', 0.2671202544381686), ('nyaman', 0.1795764953692389), ('kennengngan', 0.13452610442485763), ('ben', 0.10639446521405378), ('deri', 0.10206799550868509)]}
356;Iya rua se ghabay engko' bhallis. Aria banne ka lopotan palamar tape jellas ka lopotan bagian se e attas se baramma cara bagian rua a kordinasi. Nyessek engko' rua maske ria kasos kancana engko' se e lampung.;negative;[0.48025428636521733, 0.4315142588523266, 0.08823145478245616];negative;{'negative': [('cara', -0.15766491603382587), ('engko', 0.11009706667711353), ('maske', -0.1094647088074143), ('rua', 0.09994876066388263), ('Aria', 0.09050957755068763), ('Iya', 0.08952548827482058)], 'neutral': [('engko', -0.18872635412847058), ('cara', 0.16907683583861752), ('maske', 0.10460750084967703), ('tape', -0.09202084236479083), ('kancana', 0.09117739254925329), ('Iya', -0.08961418622606462)], 'positive': [('bagian', -0.07278640420162001), ('se', 0.06102530340070755), ('rua', -0.060719484213958334), ('engko', 0.05347204969246095), ('ka', 0.05082251343810909), ('cara', -0.036160742312744014)]}
675;Pelayananna bek abit, tape suasana se eberrik keren ben unik, deddhi sambi anante' kakanan bisa anikmati suasana resto riya, menu se esajiye'eghi acem-macem ben nyaman,;positive;[0.049238107486120945, 0.0041429187147827735, 0.9466189737990961];positive;{'negative': [('bek', 0.14516245895122715), ('ben', -0.1422933443489121), ('nyaman', -0.13186444978980894), ('macem', -0.10244888304715491), ('suasana', -0.09329339261743491), ('acem', -0.07985380420173928)], 'neutral': [('ben', -0.044505855723376196), ('nyaman', -0.04100310264252575), ('kakanan', -0.02258577969433611), ('menu', -0.02186187462381451), ('riya', -0.021315522453328944), ('Pelayananna', -0.016059843785950833)], 'positive': [('ben', 0.19096374352015327), ('nyaman', 0.1817835795607004), ('bek', -0.14423467335355936), ('macem', 0.1140777611465712), ('suasana', 0.11007009172688038), ('resto', 0.0910485376593531)]}
440;Kakanan ediye man-nyaman ben bennyak macemma. Kabbhiena nyaman bik pangabesen bhegus. Pelayanan se paleng bennyak deri mbak diah ben gina deri bhuru deteng sampe' mare, elayani cek bhegusse.;positive;[0.007013108577875041, 0.0031825902830089647, 0.989804301139116];positive;{'negative': [('nyaman', -0.13300373678277905), ('ben', -0.07753067169419658), ('bennyak', 0.06048069642384866), ('bik', -0.04916649128329321), ('pangabesen', -0.043612633568084314), ('deri', -0.04030784233095211)], 'neutral': [('nyaman', -0.09808559298042449), ('ben', -0.06532682581482042), ('bhegus', -0.04539681800122068), ('Kakanan', -0.03329136971254548), ('macemma', 0.031828211127693073), ('cek', -0.026641572860510044)], 'positive': [('nyaman', 0.22972226103086568), ('ben', 0.14150099762832238), ('bhegus', 0.08383182238336313), ('bik', 0.06446728378597498), ('deri', 0.06074137942574306), ('bennyak', -0.05580550162332979)]}
661;Delem ajang piala dunia 2018 degghik, telkomsel ngala' begien deddhi pendukung panyiaran resmi delem perhelatan sepak bola dhunnya rua;neutral;[0.30147100805706445, 0.6770423358099423, 0.02148665613299352];neutral;{'negative': [('deddhi', 0.15269914463699535), ('Delem', -0.1184484454584381), ('delem', -0.1184371086224397), ('2018', -0.09848571589836627), ('telkomsel', 0.06309091581347065), ('ngala', 0.06268826362988125)], 'neutral': [('deddhi', -0.13618000845855327), ('2018', 0.11908383318252413), ('Delem', 0.09515956222375636), ('delem', 0.09476280451517127), ('ngala', -0.04892072047983109), ('rua', -0.04078795573518445)], 'positive': [('telkomsel', -0.037907033516431966), ('delem', 0.024507078307246122), ('Delem', 0.02417846810930968), ('2018', -0.01799735898562428), ('rua', -0.0143077315176772), ('deddhi', -0.013771781519403505)]}
146;Oreng rua biasana melle tisu paseo.;neutral;[0.6319064228354375, 0.3597136747077881, 0.008379902456774344];negative;{'negative': [('biasana', -0.39775357652935), ('Oreng', 0.3790300745431794), ('melle', 0.14458109487128412), ('rua', 0.04800364425713577), ('paseo', -0.007568961470767687), ('tisu', -0.005222233198077734)], 'neutral': [('biasana', 0.39843789583555056), ('Oreng', -0.3692660334371324), ('melle', -0.1466876217957434), ('rua', -0.041400682167192275), ('paseo', 0.007656898817027771), ('tisu', 0.005420659300554567)], 'positive': [('Oreng', -0.009764041106046221), ('rua', -0.006602962089943441), ('melle', 0.002106526924459511), ('biasana', -0.0006843193062009515), ('tisu', -0.0001984261024767296), ('paseo', -8.793734626005793e-05)]}
